ID;RESPOND;Region;Region_edu;P5a;P5b;P5c;P5d;P5e1;P5e2;P5f1;P5f2;P5g;P5h;P5i;P5j;P5k_1;P5k_2;P5k_3;P5k_4;P5k_5;P5k_6;P5k_7;P5k_98;P5kEsp98;P5l;P6;P7;P8_1;P8_2;P8_3;P8_98;P8Esp98;filtro_NNA;p39a;P40;P40Esp98;P41_1;P41_2;P41_3;P41_4;P41_5;P41_6;P41_7;P41_8;P41_11;P41_12;P41_98;P41Esp98;P42;P43_1;P43_2;P43_3;P43_4;P43_5;P43_6;P43_7;P43_8;P43_9;P43_98;P43Esp98;P44;P45_1;P45_2;P45_3;P45_4;P45_5;P45_98;P45Esp98;P46_1;P46_2;P46_3;P46_4;P46_5;P46_6;P46_7;P46_8;P46_9;P46_11;P46_12;P46_99;P47;P47A;P48;P49_1;P49_2;P49_3;P49_4;P49_98;P49Esp98;P50;P51_1;P51_2;P52;p39b;P53_1;P53_2;P53_3;P53_4;P53_5;P53_6;P53_7;P53_98;P53_99;P53Esp98;P54a_1;P54a_2;P54a_3;P54a_4;P54a_5;P54a_6;P54a_7;P54a_8;P54a_9;cant_tec;P54b_1;P54b_2;P54b_3;P54b_4;P54b_5;P54b_6;P54b_7;P54b_8;P54b_9;P55;P56;P57;P58;P59a_1;P59a_2;P59a_3;P59a_4;P59a_5;P59a_6;P59a_7;P59a_8;P59b_1;P59b_2;P59b_3;P59b_4;P59b_5;P59b_6;P59b_7;P59b_8;P60_1;P60_2;P60_3;P60_4;P60_5;P60_6;P60_7;P60_8;P60_9;P60_98;P60Esp98;act_fisica;P61;P62_1;P62_2;P62_3;estado_animo;P63_1;P63_2;P63_3;P63_4;P63_5;P63_6;P63_7;P63_98;P63_99;P63Esp98;P64;P65;P66;nivel_setor;nivel_sector2;ayuda_labor;ayuda_hnos;tipo_SE;intens_CP;perc_AUH;perc_IFE;acceso_comp;dispo_comp;compu_NNA;acceso_int;tipo_int;acceso_TIC;NEA;clima;clima_dico;VSEH;VSEH_dico;pondera_preliminar;pondera_definitivo
59504;#2;Cuyo;2;6;2;2;1;2;;5;;2;;1;1;;;;;;;;; ;99;;;;;;; ;1;no;1; ;;;3;4;5;6;;;;;; ;1;;;3;4;5;;7;;;; ;4;1;;;;;; ;1;2;3;;;;8;9;;12;;;1; ;1;1;2;;;; ;2;1;1;4;en realidad es nueva toda esta experiencia que estamos vivendo con loos chicos en casa con el tema del estudio,si bien cuento con todas las herramientas necesarias se complica mucho con el tema de la demanda de los tiempos soy docente y no puedo dedi;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;4;6;;;1;4;2;2;1;1;2;1;1;1;2;7;2;4;2;875;1.170
59504;#3;Cuyo;2;3;2;2;1;1;;2;;1;;;;;;;;;;;; ;2;;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;1;1;;;6;6;2;2;1;1;2;1;1;1;2;7;2;4;2;875;1.170
59511;#1;Cuyo;2;4;2;2;1;1;;3;;1;;1;2;;;;;;;;; ;99;;;;;;; ;1;no;1; ;1;2;3;;;6;;;;;; ;1;;;;;;;7;;;; ;4;1;;;;;; ;;;;;;7;8;;;12;;;3; ;2;;2;;;; ;2;2;1;1;se complica mucho por que yo tengo celular y me presta mi suegra para poder mandar algunas tareas aparte que te piden materiales que no le puedo estar comprando por eso hay muchas cosas que no puede entregar trato de ayudarla como puedo espero que em;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;1;1;;;2;4;1;1;2;3;3;2;3;4;1;3;1;1;1;19;01
59511;#2;Cuyo;2;2;2;2;2;;5;;;;;;;;;;;;;;; ;;;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;0;9;;;6;6;1;1;2;3;3;2;3;4;1;3;1;1;1;19;01
59511;#3;Cuyo;2;0;2;2;2;;5;;;;;;;;;;;;;;; ;;;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;0;9;;;6;6;1;1;2;3;3;2;3;4;1;3;1;1;1;19;01
59605;#1;Cuyo;2;3;1;2;2;;5;;;;;;;;;;;;;;; ;;;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;0;9;;;6;6;2;2;2;3;3;1;1;3;1;4;1;4;2;20;01
59605;#2;Cuyo;2;8;2;2;1;2;;6;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;1; ;;2;3;;5;6;;;;;; ;1;1;;3;;;;7;;;; ;2;1;;;;;; ;;2;;;;7;8;;;;;;1; ;1;1;2;;;; ;3;2;1;4;no se, ade3ntro po rel frio, si no saldriamos a caminar, tranquilos;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;3;5;;;1;2;2;2;2;3;3;1;1;3;1;4;1;4;2;20;01
59605;#3;Cuyo;2;1;1;2;2;;5;;;;;;;;;;;;;;; ;;;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;0;9;;;6;6;2;2;2;3;3;1;1;3;1;4;1;4;2;20;01
59618;#1;Cuyo;2;5;1;2;1;1;;4;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;1; ;1;2;3;4;5;6;7;8;;;; ;1;;;3;;;;7;;;; ;3;1;;;;;; ;;2;3;;6;;8;9;;;;;2; ;3;;;;;; ;1;2;1;1;nada más;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;1;1;;;1;4;1;1;1;1;2;1;2;1;2;3;1;2;1;1.055;1.448
59618;#2;Cuyo;2;7;1;2;1;2;;6;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;3;5;;;1;6;1;1;1;1;2;1;2;1;2;3;1;2;1;1.055;1.448
59618;#3;Cuyo;2;14;1;2;1;3;;14;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;2; ;; ;;;;;;;;;;;; ;1;;;3;;;;7;;;; ;3;1;;;4;;; ;1;2;3;4;;;8;;10;;;;2; ;2;1;2;;;; ;2;1;1;1; ;1;2;3;;5;;7;;; ;1;2;1;1;1;1;1;2;2;4;1;;1;1;1;2;1;;;1;1;3;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;2;3;4;;6;;8;9;; ;1;2;2;1;1;3;;2;;4;;;;;; ;nada más;1;valorar la familia y el tiempo compartido;5;7;1;1;1;3;1;1;1;1;2;1;2;1;2;3;1;2;1;1.055;1.448
59618;#4;Cuyo;2;17;2;2;1;3;;17;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;5;7;;;1;6;1;1;1;1;2;1;2;1;2;3;1;2;1;1.055;1.448
59704;#1;Cuyo;2;3;2;2;1;1;;2;;1;;;;;;;;;;;; ;2;;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;1;1;;;6;6;1;1;2;3;3;1;2;3;2;5;2;2;1;428;554
59704;#2;Cuyo;2;10;1;2;1;2;;9;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;1; ;1;2;;;5;6;;;;;; ;1;;;;;;;7;;;; ;3;1;;;;;; ;;;3;;6;;8;;10;;;;3; ;2;;2;;;; ;2;2;1;3;no;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;3;5;;;1;3;1;1;2;3;3;1;2;3;2;5;2;2;1;428;554
59708;#1;Cuyo;2;17;1;2;1;3;;17;;2;;1;2;;;;;;;;; ;1;1;;;;;; ;2; ;; ;;;;;;;;;;;; ;1;;;3;;;;7;;;; ;2;1;2;;;;; ;1;;3;;;7;8;9;10;;;;2; ;2;1;;3;;; ;3;2;1;4; ;1;;;4;;6;7;;; ;2;2;1;2;2;1;1;2;2;3;;;1;;;1;1;;;3;3;1;1;2;2;2;3;3;2;2;3;1;1;1;1;2;1;1;2;;2;;4;;6;;;;; ;1;2;1;1;1;3;1;;;4;;;;;; ; ;2; ;6;8;1;2;2;2;2;2;2;3;3;1;2;3;2;7;2;4;2;630;692
59711;#1;Cuyo;2;11;2;2;1;2;;10;;2;;1;1;;;;;;;;; ;99;;;;;;; ;1;no;1; ;;2;3;4;5;6;;8;;;; ;1;;;;;;6;7;;;; ;1;1;2;3;;;; ;;2;3;4;;7;8;;10;;;;1; ;1;1;2;;;; ;2;1;2;;no;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;4;6;;;1;1;2;2;1;2;2;1;1;1;2;5;2;4;2;652;784
59711;#2;Cuyo;2;5;1;2;1;1;;4;;2;;1;1;;;;;;;;; ;99;;;;;;; ;1;no;1; ;1;2;3;4;5;6;7;8;;;; ;1;;;;;;;7;;;; ;1;1;;;;;; ;;2;3;;;7;8;;;;;;2; ;1;;2;;;; ;2;2;1;4; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;2;3;;;1;1;2;2;1;2;2;1;1;1;2;5;2;4;2;652;784
59712;#1;Cuyo;2;17;1;2;1;3;;17;;2;;1;1;;;;;;;;; ;1;1;;;;;; ;2; ;; ;;;;;;;;;;;; ;1;;;3;;5;6;7;;9;; ;2;1;;;;;; ;1;;3;;;7;8;;;;;;3; ;2;;2;3;;; ;2;1;1;4; ;1;2;3;4;;;;;; ;1;1;1;1;1;2;1;2;2;4;2;1;2;1;1;;1;;;3;3;1;1;2;1;1;3;1;1;2;3;1;1;1;1;1;1;2;2;1;2;3;;5;6;;8;9;; ;1;2;1;2;1;3;1;2;;;5;;;;; ;nada;2; ;6;8;1;1;1;2;2;2;1;2;2;1;1;1;2;8;2;4;2;2.000;2.698
59712;#2;Cuyo;2;15;1;1;1;3;;17;;2;;1;1;;;;;;;;; ;1;1;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;6;8;;;1;6;2;2;1;2;2;1;1;1;2;8;2;4;2;2.000;2.698
59712;#3;Cuyo;2;13;2;2;1;3;;13;;2;;1;1;;;;;;;;; ;1;1;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;6;8;;;1;6;2;2;1;2;2;1;1;1;2;8;2;4;2;2.000;2.698
59712;#4;Cuyo;2;11;1;2;1;2;;10;;2;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;1; ;1;2;3;4;5;;;8;;;; ;1;;;;4;;6;7;;;; ;3;1;;;;;; ;1;2;3;;;7;8;;10;;;;2; ;3;;;;;; ;2;1;1;4;nada;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;4;6;;;1;4;2;2;1;2;2;1;1;1;2;8;2;4;2;2.000;2.698
59720;#1;Cuyo;2;13;1;2;1;3;;13;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;2; ;; ;;;;;;;;;;;; ;1;;;;4;;;7;;;; ;3;1;;;;;; ;;;3;;;;;;;;;;1; ;2;;2;3;;; ;2;2;1;2; ;;;;;;;7;;; ;2;2;1;2;2;2;2;2;2;2;;;1;;;;;;;1;3;1;1;3;2;2;3;1;2;3;3;2;1;1;2;2;1;2;2;;2;3;4;;6;;8;9;; ;1;2;1;1;1;3;;2;;;5;;;;; ;estoy muy aburrido. si salimos la policia nis dice q nos metamos adentro.;2; ;5;7;2;1;1;3;1;1;2;3;3;2;3;4;1;3;1;1;1;1.114;1.479
59720;#2;Cuyo;2;15;2;2;1;3;;14;;1;;1;1;;;;;;;;; ;99;;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;5;7;;;1;6;1;1;2;3;3;2;3;4;1;3;1;1;1;1.114;1.479
59720;#3;Cuyo;2;6;1;2;1;2;;5;;1;;1;1;;;;;;;;; ;99;;;;;;; ;1;no;5; ;1;2;3;4;5;6;7;;;;; ;1;;;;;;;7;;;; ;3;1;;;;;; ;;2;3;;6;;;9;;;;;2; ;3;;;;;; ;2;2;1;1;no;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;3;5;;;1;4;1;1;2;3;3;2;3;4;1;3;1;1;1;1.114;1.479
59814;#1;Cuyo;2;9;1;2;1;2;;8;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;1; ;1;2;3;4;5;6;7;;;;; ;1;;;;;;;7;;;; ;1;1;;;;;; ;1;;3;;;7;8;;10;;;;1; ;2;;2;;;; ;2;2;1;1;nada mas;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;3;5;;;1;1;2;1;2;3;3;1;1;3;2;8;2;2;1;145;21
59814;#2;Cuyo;2;17;1;2;2;;3;;17;1;;;;;;;;;;;; ;;;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;0;9;;;5;6;2;1;2;3;3;1;1;3;2;8;2;2;1;145;21
59815;#1;Cuyo;2;5;2;2;1;1;;4;;1;;1;1;;;;;;;;; ;2;;;;;;; ;1;no;1; ;1;2;3;;5;6;;;;;98;imprimir pdf actividades;1;;;;;;;;;;98;hay un padre intermediario q nos manda los trabajos;3;1;;;;;; ;;;;;;;;;;;13;;3; ;2;;2;;;; ;3;2;1;1;una de las erazones que no estoyal dia con las tareas es por que no puedo cargar credito todos los dias,no tengo comunicacion directa con su docente se maneja atra ves de otros papaas para mandarme la tarea no me siento acompañada por los docentes;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;1;1;;;1;3;1;1;2;3;3;2;3;4;2;5;2;1;1;172;22
59815;#2;Cuyo;2;13;2;2;1;3;;13;;1;;1;1;;;;;;;;; ;2;;;;;;; ;2; ;; ;;;;;;;;;;;; ;1;;;;;;;7;;;; ;3;1;;;;;; ;;;3;;;;8;;;12;;;3; ;2;1;;;;; ;3;2;1;1; ;;;;;;;7;;; ;2;2;1;1;2;2;2;2;2;2;;;2;2;;;;;;1;1;1;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;;;3;;;6;;8;;; ;1;2;1;1;1;3;;2;;;;;;;; ;estoy perdiendo muchas clases por que no entrar a la plataforma no estoy aprendiendo nada por el problema que no tengo computadora ni celular la directora nos pidio que tengamos un buen celular que se pueda bajar aplicaciones y cosas asi estoy desani;2; ;5;7;1;1;1;3;1;1;2;3;3;2;3;4;2;5;2;1;1;172;22
59815;#3;Cuyo;2;3;1;2;2;;5;;;;;;;;;;;;;;; ;;;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;0;9;;;6;6;1;1;2;3;3;2;3;4;2;5;2;1;1;172;22
59817;#1;Cuyo;2;15;1;2;1;3;;15;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;5;7;;;1;6;1;1;2;3;3;2;3;4;2;5;2;1;1;657;788
59817;#2;Cuyo;2;16;1;2;1;3;;14;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;2; ;; ;;;;;;;;;;;; ;1;;;;4;;;7;8;;; ;2;1;;3;;;; ;;2;3;;;7;8;;;;;;1; ;1;1;2;3;;; ;4;2;1;2; ;1;;;;;;;;; ;2;2;1;1;2;1;1;1;2;4;;;1;99;;1;1;1;;1;2;1;1;2;2;2;2;3;1;2;2;1;1;1;1;2;1;1;1;;2;3;4;5;6;;8;9;; ;1;2;2;2;2;1;;;;4;5;;;;; ;NO;2; ;5;7;1;2;1;2;1;1;2;3;3;2;3;4;2;5;2;1;1;657;788
59906;#1;Cuyo;2;14;1;2;1;3;;13;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;5;7;;;1;6;1;1;2;3;3;2;3;4;1;4;1;1;1;533;706
59906;#2;Cuyo;2;9;1;2;1;2;;8;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;1; ;1;2;3;4;;6;7;;;;; ;2;;;;;;;;;;; ;1;1;;;;;; ;;;3;;;;8;;10;;;;2; ;3;;;;;; ;5;2;1;1;no;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;3;5;;;1;3;1;1;2;3;3;2;3;4;1;4;1;1;1;533;706
59906;#3;Cuyo;2;4;1;2;1;1;;3;;1;;2;2;;;;;;;7;98;no hay comunicacion con los docentes;1;1;;;;;; ;1;no;1; ;;;;;;;;;;;98;NO LE DIERON TAREA;2;;;;;;;;;;; ;5;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;1;1;;;4;5;1;1;2;3;3;2;3;4;1;4;1;1;1;533;706
59913;#1;Cuyo;2;5;2;2;1;1;;4;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;1; ;1;2;3;4;;6;;;;;; ;1;;;;;;;7;;;; ;3;1;;;;;; ;1;;;;;;8;;10;;;;1; ;3;;;;;; ;2;2;2;;no puedo enviar las tareas porque tengo rota la pantalla del celular y no tengo internet;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;1;1;;;1;4;1;1;2;3;3;3;4;4;1;3;1;1;1;533;706
59913;#2;Cuyo;2;8;2;2;1;2;;6;;1;;2;1;;;;;;;;98;rota la pantalla del celular;1;1;;;;;; ;1;no;1; ;1;2;3;4;;6;;;;;; ;1;;;;;;;7;;;; ;2;1;;;;;; ;1;;;;;7;8;;10;;;;1; ;3;;;;;; ;2;2;2;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;3;5;;;3;3;1;1;2;3;3;3;4;4;1;3;1;1;1;533;706
59913;#3;Cuyo;2;13;1;2;1;3;;12;;1;;1;1;;;;;;;;; ;1;1;;;;;; ;2;"""Ya le he dicho al chico que me cuesta mucho ayudar a mis hijos con las tareas, ya que no entiendo mucho. nos pasa que muchas veces no nos podemos conectar""";; ;;;;;;;;;;;; ;1;;;;;;;7;;;; ;3;1;;;;;;                                       1;2;;;;7;8;;10;;;;;3; ;2;;2;;;; ;2;2;1;1; ;1;;;;;;7;;; ;2;2;1;2;2;1;2;2;2;2;;;1;;;1;;;;1;1;1;1;3;2;2;3;2;2;2;3;2;1;1;2;1;1;1;2;;;3;4;5;;;8;9;; ;2;2;2;2;2;1;1;2;;;;;;;; ;"""Me cuesta mucho, hacer las tareas solo"".";1;ayudar a la gente.;5;7;1;1;1;3;1;1;2;3;3;3;4;4;1;3;1;1;1;533;706
59914;#1;Cuyo;2;11;1;2;1;2;;10;;1;;1;1;;;;;;;;; ;99;;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;3;5;;;1;6;1;1;2;3;3;2;3;4;1;3;1;1;1;490;184
59914;#2;Cuyo;2;10;2;2;1;2;;8;;1;;1;1;;;;;;;;; ;99;;;;;;; ;1;no;5; ;1;;;4;;;;;;;98;NO PODEMOS IMPRIMIR ENTONCES ESTAMOSO COPIANDO A MANO LAS ACTIVIDADES;1;;;;;;;7;;;; ;1;1;;;;;; ;;;3;;;7;;;;12;;;3; ;2;1;;;;; ;3;2;1;1;LE PEDIMOS EXPLICACION A LAS DOCENTES POR LAS TAREAS DE MATEMATICAS POR QUE HAY MUCHAS COSAS QUE NO SABEMOS EXPLICAR ELLA NOS MANDA ENLASES DE VIDEOS PERO NO TENEMOS MUCHO CREDITO PARA USAR EL INTERNET NO NOS ALCANZA EL CREDITO PARA PODER MIRAR LOS V;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;3;5;;;1;1;1;1;2;3;3;2;3;4;1;3;1;1;1;490;184
59914;#3;Cuyo;2;5;1;2;1;1;;4;;1;;1;1;;;;;;;;; ;99;;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;1;1;;;1;6;1;1;2;3;3;2;3;4;1;3;1;1;1;490;184
59914;#4;Cuyo;2;4;1;2;2;;5;;;;;;;;;;;;;;; ;;;;;;;; ;3; ;; ;;;;;;;;;;;; ;;;;;;;;;;;; ;;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;0;9;;;5;6;1;1;2;3;3;2;3;4;1;3;1;1;1;490;184
59914;#5;Cuyo;2;15;2;2;1;3;;13;;1;;1;1;;;;;;;;; ;2;;;;;;; ;2; ;; ;;;;;;;;;;;; ;1;;;;;;;7;;;; ;5;;;;;;; ;;;;;;;;;;;;;; ;;;;;;; ;;;;; ;1;;;;;;;;; ;2;2;2;2;2;2;2;2;2;1;;;;;;;;;;;3;2;1;2;2;2;2;3;3;3;2;1;1;1;2;2;1;2;1;;;;4;5;;;8;9;; ;2;2;2;2;2;1;1;2;;;;;;;; ;NO NADA QUE HACE UN MES ME ROBARON EL CELULAR Y EN MI CASA NO TENEMOS INTERNET SOLO TENIAMOS CONTACTO CON LOS PROFESORES POR UN GRUPO DE WHAP SAP LOS CUAL MANDABAN LAS GUIAS PARA HACER LAS ACTIVIDADES PERO NUNCA NOS EXPLICABAN NADA YO HACE MAS DE UN;2; ;5;7;2;2;1;5;1;1;2;3;3;2;3;4;1;3;1;1;1;490;184
60006;#1;Cuyo;2;9;1;2;1;2;;8;;2;;1;1;;;;;;;;; ;1;1;;;;;; ;1;no;1; ;;2;3;4;5;6;7;;;;; ;1;;;3;4;;;;;;; ;3;1;;;;;; ;;2;3;4;;7;8;;;;;;1; ;1;;2;;;; ;3;2;1;3;no tengo computadora, no puede hacer lo de informatica;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;2;;;;;;;;;;;;;;; ; ;; ;4;6;;;1;3;2;2;2;3;3;1;1;3;2;5;2;4;2;689;812
