ID;Region;Region_edu;Dominio;P1;P2;P3;P4;P9B1;conoce_web;usa_web;P9C1;P9B2;conoce_TV;usa_TV;P9C2;P9B3;conoce_radio;usa_radio;P9C3;P9B4;conoce_digital;usa_digital;P9C4;P9A5;P9B5;usa_impreso;P9C5;P10;P10a;P11;P11a;P11b;P11c;P11d;P12;P13;P14;P15;P16;P17;P18;P19;P20;P21;P22;P23;P24;P25;P26;P27;P28;P29a;P29b;P30;P31;P32;P33;P34;P35;P36;P37;P38;NNA_asisten;cober_salud;pers_amb;hacinam;hacina2;perd_empleo;perc_AUH;perc_IFE;auh_ife;acceso_comp;dispo_comp;compu_NNA;acceso_int;tipo_int;acceso_TIC;NEA;clima;clima_dico;VSEH;VSEH_dico;tipo_SE;pondera_preliminar;pondera_definitivo
120707;Pampeana;1;3;1;;6;2;3;1;3;;2;1;2;2;3;1;3;;3;1;3;;2;;3;;2; ;3;0;2;0;1;1;1;3;1;1;1;2;;5;;1;1;1;;7;2;1;;1;;1;3;3;3;1;1;3;3;2;1;02;2;1;1;1;1;1;1;1;2;1;1;1;2;7;2;2;1;1;5.399;6.613
120714;Pampeana;1;3;1;;2;1;3;1;3;;3;1;3;;4;2;3;;3;1;3;;2;;3;;2; ;1;0;1;0;0;2;2;2;1;1;1;2;;1;;1;3;1;1;7;2;1;;1;;1;2;1;3;1;1;2;3;1;1;01;1;1;2;2;2;4;1;1;1;1;1;1;2;7;2;4;2;1;3.326;3.792
120819;Pampeana;1;1;1;;4;2;3;1;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;2; ;2;0;2;0;0;2;2;3;1;1;1;2;;2;;2;3;1;1;5;2;2;1;;4;1;1;3;1;1;1;3;3;1;1;01;1;1;2;2;2;4;1;1;1;1;1;1;2;4;1;4;2;1;133;01
120913;Pampeana;1;3;1;;4;2;3;1;3;;3;1;3;;4;2;3;;3;1;3;;2;;3;;2; ;2;0;0;2;0;1;1;2;2;1;1;2;;1;;2;2;;1;5;2;1;;3;;1;1;3;1;1;1;1;1;1;2;02;2;1;2;1;1;1;1;1;1;2;3;2;2;5;2;1;1;1;1.084;67
121516;Pampeana;1;5;1;;5;1;4;2;3;;2;1;2;2;3;1;3;;3;1;3;;2;;3;;2; ;2;1;1;0;0;99;2;4;1;1;1;2;1;5;2;1;3;2;1;3;2;1;;1;;1;3;2;3;1;1;1;1;1;1;01;1;1;2;2;2;4;1;2;2;1;2;1;1;3;1;4;2;1;3.062;3.233
121914;Pampeana;1;2;2;1;4;2;3;1;3;;2;1;2;1;3;1;3;;3;1;3;;2;;3;;2; ;2;0;2;0;0;2;2;3;1;1;1;2;;2;;2;1;1;;6;2;2;1;;5;1;1;3;1;1;1;3;3;2;1;01;1;1;2;2;2;4;1;1;2;1;1;1;2;5;2;4;2;1;1.235;1.537
121917;Pampeana;1;2;1;;4;2;3;1;3;;1;1;1;1;3;1;3;;3;1;3;;2;;3;;2; ;1;0;1;0;0;1;1;3;1;2;;;;2;;2;1;1;;4;2;2;3;;5;1;2;3;1;1;2;1;3;2;2;01;1;1;2;1;1;1;2;3;3;1;1;3;1;5;2;2;1;1;2.412;3.129
121920;Pampeana;1;2;1;;5;3;4;2;3;;2;1;2;2;4;2;3;;4;2;3;;2;;3;;1;paka paka;2;1;1;0;0;2;2;2;1;2;;;;2;0;2;1;1;;5;2;2;2;;5;1;3;3;1;1;3;3;3;2;1;03;2;1;2;2;2;4;2;3;3;1;1;3;2;5;2;4;2;1;937;166
122108;Pampeana;1;1;1;;3;1;4;2;3;;1;1;1;2;3;1;3;;3;1;3;;1;1;1;1;2; ;2;0;1;1;0;2;2;2;1;1;1;2;;2;;2;3;1;1;7;2;2;2;;3;1;1;3;3;3;1;3;2;1;1;02;1;1;2;2;2;4;1;1;1;1;1;1;2;3;1;4;2;1;1.586;1.604
122111;Pampeana;1;4;1;;6;4;3;1;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;2; ;1;0;1;0;0;1;1;2;1;2;;;;2;;2;2;;2;4;2;2;3;;3;1;1;3;1;1;1;1;3;3;2;03;2;1;2;1;1;1;2;3;3;2;3;4;1;3;1;1;1;1;1.661;124
122205;Pampeana;1;2;1;;5;3;4;2;3;;1;1;1;2;4;2;3;;3;1;3;;2;;3;;2; ;2;0;2;0;0;2;2;4;1;1;2;1;;3;;2;3;2;1;9;2;2;1;;4;1;1;1;3;1;1;1;3;2;1;01;1;1;2;2;2;4;1;1;1;1;2;1;2;4;1;4;2;1;135;01
122207;Pampeana;1;5;1;;2;1;4;2;3;;4;2;3;;4;2;3;;4;2;3;;2;;3;;2; ;1;1;0;0;0;2;2;3;1;1;2;2;1;2;1;1;3;1;2;8;2;1;;1;;1;3;3;3;1;3;3;3;1;1;01;1;1;2;2;2;4;1;1;1;1;1;1;2;8;2;4;2;1;3.720;3.928
122412;Pampeana;1;1;1;;3;1;4;2;3;;1;1;1;2;4;2;3;;4;2;3;;1;2;2;2;2; ;2;0;2;0;0;1;1;2;1;2;;;;2;;2;3;1;1;3;1;1;;1;;1;3;3;3;2;1;2;2;1;1;02;1;1;2;1;1;1;2;3;3;1;1;3;1;3;1;2;1;1;909;1.011
122413;Pampeana;1;3;1;;5;1;4;2;3;;4;2;3;;4;2;3;;4;2;3;;2;;3;;2; ;1;0;0;0;1;2;1;4;1;1;1;2;;4;;2;3;1;1;5;2;2;3;;99;1;1;3;1;1;1;3;3;1;2;01;1;1;1;2;1;3;1;1;1;1;1;1;2;99;9;2;1;1;3.701;4.220
122415;Pampeana;1;4;1;;4;1;2;1;2;2;2;1;2;2;4;2;3;;4;2;3;;1;1;1;2;2; ;1;0;0;1;0;1;1;2;1;1;1;2;;2;;1;3;1;1;5;2;1;;1;;1;1;2;1;1;1;1;3;1;1;02;2;1;2;1;1;1;1;1;1;1;1;1;2;5;2;2;1;1;2.847;3.377
122709;Pampeana;1;4;1;;6;2;2;1;2;2;3;1;3;;3;1;3;;3;1;3;;2;;3;;2; ;2;0;1;1;0;2;2;4;1;2;;;;6;;2;3;1;1;9;2;1;;1;;2;3;3;1;1;1;1;1;2;1;02;1;1;2;2;2;4;2;3;3;1;1;3;2;9;2;4;2;1;3.993;4.815
122717;Pampeana;1;4;1;;3;2;3;1;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;2; ;1;1;0;0;0;2;2;3;1;1;2;1;1;3;1;2;3;1;1;8;2;1;;1;;1;1;3;3;3;1;1;3;2;1;01;1;1;2;2;2;4;1;1;2;1;1;1;2;8;2;4;2;1;5.122;5.675
122805;Pampeana;1;3;1;;4;2;3;1;3;;3;1;3;;4;2;3;;3;1;3;;2;;3;;2; ;2;0;2;0;0;2;2;2;1;1;1;2;;1;;2;3;1;1;7;2;2;1;;7;1;1;3;99;2;1;2;3;1;1;02;2;1;2;2;2;4;1;1;1;1;1;1;2;7;2;4;2;1;646;02
122815;Pampeana;1;2;1;;6;4;2;1;2;5;1;1;1;1;3;1;3;;3;1;3;;1;1;1;1;2; ;3;1;2;0;0;2;1;3;1;1;1;2;1;4;1;2;3;1;1;8;2;1;;1;;1;1;3;3;1;1;1;3;3;1;02;2;1;2;2;1;3;1;2;2;1;1;1;2;8;2;2;1;1;4.972;1.214
122820;Pampeana;1;5;1;;5;2;3;1;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;99; ;3;1;2;0;0;2;2;4;1;1;2;2;0;2;1;1;3;1;1;4;2;2;1;;3;1;1;3;1;1;3;3;3;2;1;01;1;1;2;2;2;4;1;1;1;1;1;1;1;3;1;4;2;1;9.866;11.407
122914;Pampeana;1;2;1;;5;3;4;2;3;;4;2;3;;4;2;3;;4;2;3;;2;;3;;2; ;1;0;1;0;0;2;2;2;1;2;;;;2;;2;2;;1;3;1;1;;1;;1;1;2;1;1;1;3;3;2;1;03;2;1;2;2;2;4;2;3;3;2;3;4;1;3;1;3;2;1;115;01
123001;Pampeana;1;4;1;;4;2;3;1;3;;3;1;3;;3;1;3;;3;1;3;;1;3;3;;2; ;1;0;1;0;0;1;1;3;1;2;;;;1;;2;2;;2;4;2;2;3;;3;1;1;3;1;1;2;1;3;2;2;01;1;1;2;1;1;1;2;3;3;2;3;4;1;3;1;1;1;1;4.091;4.610
123110;Pampeana;1;2;1;;4;2;4;2;3;;2;1;2;2;4;2;3;;4;2;3;;2;;3;;2; ;2;1;1;0;0;2;2;2;1;1;1;1;1;2;1;2;3;1;1;5;2;2;1;;3;1;1;3;1;1;1;3;3;2;1;02;2;1;2;2;2;4;1;2;2;1;1;1;2;3;1;4;2;1;1.733;2.026
123120;Pampeana;1;1;1;;2;1;4;2;3;;3;1;3;;3;1;3;;3;1;3;;1;2;2;2;2; ;1;0;1;0;0;2;1;1;1;1;1;2;;1;;2;3;1;1;5;2;1;;1;;1;1;3;3;1;1;3;3;1;1;02;2;1;2;2;1;3;1;1;1;1;1;1;2;5;2;2;1;1;534;594
123202;Pampeana;1;1;1;;3;2;4;2;3;;2;1;2;2;3;1;3;;3;1;3;;1;1;1;1;2; ;2;0;2;0;0;1;1;2;2;2;;;;2;;2;2;;1;4;2;2;3;;4;1;1;3;1;3;1;1;3;2;2;02;1;1;2;1;1;1;2;3;3;2;3;4;1;4;1;1;1;1;1.845;2.049
123205;Pampeana;1;4;1;;4;1;4;2;3;;3;1;3;;4;2;3;;4;2;3;;2;;3;;2; ;2;0;2;0;0;1;1;3;1;1;1;2;;1;;2;2;;1;3;2;1;;1;;1;1;1;1;1;1;1;2;1;1;01;1;1;2;1;1;1;1;1;1;2;3;2;1;3;1;1;1;1;2.074;2.459
123206;Pampeana;1;2;1;;4;2;1;1;1;2;2;1;2;1;4;2;3;;1;1;1;2;1;1;1;2;2; ;2;0;1;0;1;1;1;2;1;1;1;2;;2;;2;1;1;;5;2;2;3;;7;1;1;3;3;1;1;3;3;2;2;02;2;1;1;1;1;1;1;1;2;1;1;1;2;7;2;2;1;1;1.575;1.960
123207;Pampeana;1;1;1;;3;1;4;2;3;;1;1;1;1;4;2;3;;4;2;3;;1;1;1;1;99; ;1;0;0;1;0;2;2;1;2;2;;;;1;;2;2;;1;5;2;2;1;;4;1;1;3;3;1;1;2;3;1;1;03;2;1;2;2;2;4;2;3;3;2;3;4;2;4;1;3;2;1;662;736
123213;Pampeana;1;3;1;;4;2;4;2;3;;1;1;1;1;4;2;3;;4;2;3;;1;2;2;1;2; ;2;1;1;0;0;2;2;2;1;1;1;2;1;2;1;2;3;2;2;7;1;1;;1;;1;1;3;1;1;1;1;3;1;1;02;2;1;2;2;2;4;1;2;2;1;2;1;2;7;2;4;2;1;841;52
123405;Pampeana;1;1;1;;4;2;4;2;3;;2;1;2;1;4;2;3;;4;2;3;;1;1;1;1;2; ;1;0;0;1;0;1;1;2;2;2;;;;1;;2;2;;2;5;2;2;3;;4;1;1;3;3;1;2;3;3;1;2;02;2;1;2;1;1;1;2;3;3;2;3;4;2;4;1;1;1;1;484;02
123410;Pampeana;1;4;1;;7;3;3;1;3;;2;1;2;2;3;1;3;;3;1;3;;2;;3;;2; ;0;0;0;0;0;1;1;1;2;2;;;;1;;2;2;;1;3;2;1;;3;;1;3;1;3;1;1;1;99;2;2;07;3;2;2;1;1;1;2;3;3;2;3;4;1;3;1;1;1;1;1.886;333
123420;Pampeana;1;2;1;;3;2;3;1;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;2; ;1;0;1;0;0;2;2;2;1;2;;;;2;;2;3;2;2;6;2;1;;3;;1;3;1;3;1;1;3;3;2;2;02;1;1;2;2;2;4;2;3;3;1;2;3;2;6;2;4;2;1;6.349;7.472
123505;Pampeana;1;3;1;;3;1;4;2;3;;3;1;3;;3;1;3;;4;2;3;;2;;3;;2; ;2;0;1;1;0;2;1;2;1;1;1;2;;2;;2;3;1;1;9;1;1;;1;;1;1;3;1;3;3;3;3;1;1;02;1;1;2;2;1;3;1;1;1;1;1;1;2;9;2;2;1;1;2.935;3.346
123510;Pampeana;1;4;1;;6;4;4;2;3;;3;1;3;;4;2;3;;3;1;3;;2;;3;;2; ;1;0;1;0;0;1;1;3;1;1;1;2;;1;;2;3;1;1;5;2;2;3;;3;1;3;3;1;1;1;3;3;2;2;02;2;1;2;1;1;1;1;1;2;1;1;1;2;3;1;2;1;1;118;01
123519;Pampeana;1;4;1;;6;2;1;1;1;2;4;2;3;;4;2;3;;2;1;2;2;2;;3;;2; ;4;0;4;4;0;2;2;5;1;1;3;2;;6;;2;1;1;;9;2;2;3;;3;1;1;3;3;3;1;1;3;2;2;01;1;1;2;2;2;4;1;1;1;1;1;1;2;3;1;4;2;1;613;01
123601;Pampeana;1;1;1;;3;1;4;2;3;;3;1;3;;4;2;3;;4;2;3;;2;;3;;2; ;2;1;1;0;0;2;2;2;1;1;3;2;1;1;1;1;3;1;1;8;2;1;;1;;1;3;3;3;1;1;3;3;1;1;02;1;1;2;2;2;4;1;1;1;1;1;1;2;8;2;4;2;1;557;619
123610;Pampeana;1;4;1;;3;2;3;1;3;;4;2;3;;4;2;3;;4;2;3;;2;;3;;2; ;1;0;1;0;0;2;2;1;2;1;1;1;;1;;2;2;;2;6;2;1;;1;;3;3;2;1;1;3;3;3;2;1;03;2;1;2;2;2;4;1;1;2;2;3;2;2;6;2;3;2;1;3.093;3.486
123615;Pampeana;1;5;1;;7;3;3;1;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;2; ;2;0;0;1;1;1;1;4;1;2;;;;4;;2;3;2;3;4;2;1;;3;;1;1;1;2;1;1;3;2;3;2;02;1;1;1;1;1;1;2;3;3;1;2;3;1;4;1;2;1;1;4.523;5.475
123616;Pampeana;1;5;1;;4;1;5;2;3;;4;2;3;;3;1;3;;3;1;3;;2;;3;;2; ;1;0;1;0;0;2;2;3;1;1;1;2;;2;;2;3;2;1;7;2;1;;2;;1;1;3;3;3;1;1;3;1;1;01;1;1;2;2;2;4;1;1;1;1;2;1;2;7;2;4;2;1;2.520;2.661
123619;Pampeana;1;4;1;;5;3;4;2;3;;3;1;3;;4;2;3;;3;1;3;;2;;3;;1;las nootbook;2;1;1;0;0;2;2;3;1;1;2;1;1;4;1;1;3;2;1;7;2;1;;1;;1;3;2;3;1;1;1;2;3;1;02;1;1;2;2;2;4;1;1;2;1;2;1;2;7;2;4;2;1;4.523;5.475
123703;Pampeana;1;4;1;;6;4;2;1;2;2;3;1;3;;4;2;3;;4;2;3;;1;2;2;2;2; ;1;1;0;0;0;2;2;3;1;1;1;2;1;1;1;2;1;2;;4;2;2;1;;7;1;1;2;2;2;1;2;2;4;1;02;2;1;2;2;2;4;1;2;2;1;2;1;1;7;2;4;2;1;3.068;3.809
123708;Pampeana;1;5;1;;5;3;3;1;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;2; ;1;0;1;0;0;2;2;4;1;2;;;;2;;2;1;1;;3;2;2;1;;2;1;1;3;2;1;1;1;3;2;1;01;1;1;2;2;2;4;2;3;3;1;1;3;1;2;1;4;2;1;2.200;368
123720;Pampeana;1;4;1;;9;2;5;2;3;;5;2;3;;5;2;3;;5;2;3;;2;;3;;2; ;5;0;0;0;5;1;2;3;2;2;;;;3;;2;2;;2;5;2;2;3;;5;99;1;99;1;1;1;1;1;2;2;03;2;1;1;1;2;2;2;3;3;2;3;4;2;5;2;3;2;1;2.587;3.120
123902;Pampeana;1;2;1;;3;1;4;2;3;;3;1;3;;4;2;3;;4;2;3;;2;;3;;2; ;1;0;1;0;0;2;1;2;1;1;1;2;;2;;2;1;2;;4;2;2;1;;4;1;1;2;1;1;1;1;3;1;1;02;1;1;2;2;1;3;1;1;1;1;2;1;1;4;1;2;1;1;2.014;2.389
123904;Pampeana;1;3;1;;4;2;3;1;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;2; ;2;2;0;0;0;2;2;4;1;1;1;2;2;2;2;1;3;1;1;7;2;2;1;;7;1;1;1;1;1;1;3;3;2;1;01;1;1;2;2;2;4;1;2;2;1;1;1;2;7;2;4;2;1;2.659;2.994
123907;Pampeana;1;1;1;;3;1;3;1;3;;2;1;2;1;4;2;3;;3;1;3;;2;;3;;2; ;2;0;0;2;0;2;2;2;2;1;1;2;;2;;2;3;2;2;7;2;1;;1;;1;1;1;1;1;1;2;1;1;1;02;1;1;2;2;2;4;1;1;1;1;2;1;2;7;2;4;2;1;1.181;1.194
123917;Pampeana;1;4;1;;7;4;4;2;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;2; ;2;0;2;0;0;1;1;4;1;2;;;;6;;2;3;1;2;9;2;2;1;;3;1;3;1;3;1;1;1;1;3;1;02;1;1;2;1;1;1;2;3;3;1;1;3;2;3;1;2;1;1;2.823;541
124001;Pampeana;1;5;1;;8;4;2;1;2;2;3;1;3;;3;1;3;;2;1;2;2;2;;3;;2; ;3;0;3;0;0;1;1;2;1;1;1;2;;3;;2;2;;2;3;2;1;;3;;2;1;1;1;1;3;3;3;4;2;04;3;2;2;1;1;1;1;1;2;2;3;2;1;3;1;1;1;1;4.580;5.685
124003;Pampeana;1;1;1;;3;1;3;1;3;;2;1;2;2;4;2;3;;4;2;3;;2;;3;;2; ;2;0;2;0;0;2;2;3;1;2;;;;2;;2;3;2;1;3;2;2;1;;3;1;3;3;3;1;1;2;1;1;1;01;1;1;2;2;2;4;2;3;3;1;2;3;1;3;1;4;2;1;757;842
124005;Pampeana;1;2;1;;5;2;2;1;2;1;2;1;2;2;3;1;3;;3;1;3;;1;1;1;1;2; ;1;0;0;1;0;1;1;3;2;1;1;1;;3;;2;3;2;2;4;2;2;1;;2;1;3;3;1;1;2;3;3;2;1;02;1;1;2;1;1;1;1;1;2;1;2;1;1;2;1;2;1;1;3.520;4.567
124021;Pampeana;1;2;1;;4;2;4;2;3;;2;1;2;2;4;2;3;;4;2;3;;2;;3;;2; ;1;0;1;0;0;2;2;2;1;2;;;;1;;2;2;;1;3;2;2;1;;3;1;1;3;1;1;1;3;3;2;1;02;2;1;2;2;2;4;2;3;3;2;3;4;1;3;1;3;2;1;1.802;2.243
124101;Pampeana;5;4;1;;5;2;4;2;3;;2;1;2;2;4;2;3;;4;2;3;;2;;3;;2; ;2;0;1;0;1;2;2;2;2;1;2;1;;3;;2;3;3;2;6;2;2;1;;3;1;1;3;1;1;2;1;3;2;1;03;2;1;1;2;2;4;1;1;1;1;2;1;2;3;1;3;2;1;957;1.154
124102;Pampeana;5;5;1;;4;3;3;1;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;2; ;1;0;1;0;0;2;2;4;1;1;2;2;;4;;2;3;2;1;9;2;1;;1;;1;3;1;3;1;1;1;3;2;1;01;1;1;2;2;2;4;1;1;1;1;2;1;2;9;2;4;2;1;60;01
124105;Pampeana;5;4;1;;4;2;4;2;3;;4;2;3;;4;2;3;;4;2;3;;2;;3;;2; ;1;0;0;0;1;1;2;4;1;2;;;;3;;2;1;1;;5;2;1;;3;;1;2;3;3;3;2;3;2;2;2;01;1;1;1;1;2;2;2;3;3;1;1;3;2;5;2;3;2;1;957;1.154
124110;Pampeana;5;4;1;;4;2;3;1;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;2; ;2;1;1;0;0;1;1;2;1;2;;;;1;0;2;1;3;;4;2;2;1;;4;1;2;3;1;1;1;2;3;2;1;02;2;1;2;1;1;1;2;3;3;1;2;3;1;4;1;2;1;1;523;581
124118;Pampeana;5;4;1;;6;3;4;2;3;;2;1;2;1;4;2;3;;4;2;3;;2;;3;;2; ;2;0;2;0;0;1;1;3;1;2;;;;1;;2;3;2;1;3;2;1;;3;;1;3;3;3;1;1;3;3;3;2;02;2;1;2;1;1;1;2;3;3;1;2;3;1;3;1;2;1;1;709;947
124311;Pampeana;5;1;1;;3;1;4;2;3;;1;1;1;2;4;2;3;;4;2;3;;2;;3;;2; ;2;0;2;0;0;2;2;3;1;2;;;;2;;2;1;2;;4;2;2;3;;4;1;2;3;3;1;3;3;3;1;2;01;1;1;2;2;2;4;2;3;3;1;2;3;1;4;1;4;2;3;142;158
124406;Pampeana;5;1;1;;6;3;1;1;1;2;3;1;3;;3;1;3;;3;1;3;;1;1;1;2;1;cuadernillo seguimos educando;2;0;1;1;0;1;1;3;1;1;1;2;;3;;2;1;2;;4;2;2;3;;4;1;2;3;1;1;1;3;2;3;2;02;2;1;2;1;1;1;1;1;2;1;2;1;1;4;1;2;1;1;687;844
124415;Pampeana;5;2;1;;5;3;3;1;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;2; ;1;0;0;0;1;1;1;2;1;1;1;2;;1;;2;2;;2;3;2;1;;1;;2;1;3;3;3;1;1;3;2;1;03;2;1;1;1;1;1;1;1;2;2;3;2;1;3;1;1;1;1;296;52
124419;Pampeana;5;2;1;;6;1;3;1;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;2; ;2;0;2;0;0;2;2;4;1;2;;;;4;;2;1;1;;5;2;1;;1;;3;3;1;2;3;1;2;3;1;1;02;1;1;2;2;2;4;2;3;3;1;1;3;2;5;2;4;2;1;513;609
124509;Pampeana;5;4;1;;4;2;3;1;3;;1;1;1;3;3;1;3;;3;1;3;;1;2;2;1;1;El cuaderno;2;1;0;1;0;2;2;4;1;1;2;2;3;3;3;1;1;2;;8;2;1;;1;;1;1;1;1;1;1;1;3;2;1;01;1;1;2;2;2;4;1;2;2;1;2;1;2;8;2;4;2;1;513;548
124516;Pampeana;5;2;1;;3;2;3;1;3;;3;1;3;;2;1;2;1;3;1;3;;2;;3;;2; ;0;0;0;0;0;1;1;1;1;1;1;1;;1;;2;3;2;2;5;2;1;;3;;1;2;3;2;1;2;2;3;1;2;03;2;1;2;1;1;1;1;1;1;1;2;1;2;5;2;2;1;1;65;01
124520;Pampeana;5;2;1;;5;3;3;1;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;2; ;1;0;1;0;0;2;2;2;1;1;1;2;;2;;2;2;;1;4;2;2;3;;4;1;3;3;3;3;1;1;3;2;2;03;2;1;2;2;2;4;1;1;2;2;3;2;1;4;1;3;2;1;23;01
124603;Pampeana;5;1;1;;4;2;2;1;2;2;1;1;1;1;4;2;3;;4;2;3;;1;1;1;1;2; ;1;0;1;0;0;1;2;3;1;1;1;2;;2;;1;3;1;1;5;2;2;1;;9;1;1;3;3;3;1;3;3;1;1;01;1;1;2;1;2;2;1;1;1;1;1;1;2;9;2;4;2;1;92;01
124604;Pampeana;5;2;1;;2;1;3;1;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;2; ;1;0;0;1;0;2;1;1;1;1;1;2;;1;;2;3;2;2;9;2;1;;1;;2;1;1;1;1;3;1;1;1;1;02;2;1;2;2;1;3;1;1;1;1;2;1;2;9;2;2;1;1;620;736
124614;Pampeana;5;4;1;;5;2;2;1;2;3;2;1;2;2;3;1;3;;4;2;3;;2;;3;;2; ;2;0;2;0;0;2;2;3;1;1;2;1;;3;;2;3;2;2;7;2;1;;1;;1;1;3;1;2;1;2;3;2;1;02;1;1;2;2;2;4;1;1;1;1;2;1;2;7;2;4;2;1;1.010;1.218
124615;Pampeana;5;4;1;;3;1;3;1;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;2; ;1;0;1;0;0;2;1;2;1;1;1;2;;2;;1;3;2;1;9;1;1;;1;;1;1;3;3;1;1;3;3;1;1;02;1;1;2;2;1;3;1;1;1;1;2;1;2;9;2;2;1;1;620;736
124620;Pampeana;5;4;1;;5;2;4;2;3;;1;1;1;1;4;2;3;;3;1;3;;2;;3;;2; ;2;0;1;0;1;1;1;4;2;2;;;;3;;2;2;;2;4;2;2;3;;5;1;2;3;3;3;1;1;1;1;2;01;1;1;1;1;1;1;2;3;3;2;3;4;1;5;2;1;1;1;32;01
124703;Pampeana;5;4;1;;5;3;4;2;3;;4;2;3;;4;2;3;;4;2;3;;2;;3;;2; ;1;0;0;1;0;2;1;3;1;2;;;;3;;2;2;;1;3;1;1;;3;;1;1;2;2;1;1;2;2;3;2;02;1;1;2;2;1;3;2;3;3;2;3;4;1;3;1;1;1;1;1.217;1.418
124704;Pampeana;5;4;1;;5;3;3;1;3;;2;1;2;1;4;2;3;;2;1;2;1;2;;3;;2; ;2;0;0;2;0;2;2;5;1;1;1;2;;4;;2;1;1;;7;2;2;1;;8;1;3;3;3;1;1;2;3;3;1;01;1;1;2;2;2;4;1;1;2;1;1;1;2;8;2;4;2;1;742;843
124705;Pampeana;5;4;1;;7;4;4;2;3;;3;1;3;;4;2;3;;4;2;3;;2;;3;;2; ;1;0;1;0;0;1;1;2;1;2;;;;4;;2;3;1;2;3;2;2;3;;4;1;3;3;3;3;3;3;3;4;2;04;3;2;2;1;1;1;2;3;3;1;1;3;1;4;1;2;1;1;1.471;1.853
124711;Pampeana;5;4;1;;6;4;4;2;3;;3;1;3;;4;2;3;;4;2;3;;2;;3;;2; ;0;0;0;0;0;1;1;3;2;1;1;2;;1;;2;1;3;;4;1;2;3;;3;1;3;3;3;3;3;3;3;3;2;02;2;1;2;1;1;1;1;1;2;1;2;1;1;3;1;2;1;1;250;23
124713;Pampeana;5;2;1;;4;2;3;1;3;;1;1;1;1;4;2;3;;4;2;3;;2;;3;;2; ;2;0;2;0;0;1;1;2;1;2;;;;2;;2;1;1;;4;2;2;3;;4;2;3;3;1;1;1;3;3;1;2;02;2;1;2;1;1;1;2;3;3;1;1;3;1;4;1;2;1;1;137;01
124802;Pampeana;5;2;1;;3;1;3;1;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;99; ;1;0;1;0;0;2;2;2;1;2;;;;2;;2;1;1;;5;2;1;;1;;2;2;2;1;1;2;2;2;1;1;02;1;1;2;2;2;4;2;3;3;1;1;3;2;5;2;4;2;1;561;665
124906;Pampeana;5;1;1;;3;1;2;1;2;1;2;1;2;1;4;2;3;;2;1;2;1;1;1;1;1;2; ;2;1;1;0;0;2;2;3;1;1;1;2;1;2;1;2;3;2;2;5;2;2;1;;6;1;1;3;1;1;1;3;2;1;1;01;1;1;2;2;2;4;1;2;2;1;2;1;2;6;2;4;2;1;638;756
124910;Pampeana;5;4;2;1;3;1;3;1;3;;3;1;3;;3;1;3;;3;1;3;;2;;3;;2; ;1;0;0;1;0;2;1;2;1;1;1;2;;1;;2;1;1;;4;1;2;3;;3;1;3;3;3;2;1;2;3;1;2;02;1;1;2;2;1;3;1;1;1;1;1;1;1;3;1;2;1;1;728;786
124915;Pampeana;5;2;1;;5;3;1;1;1;5;3;1;3;;3;1;3;;5;2;3;;1;1;1;5;99; ;1;0;0;1;0;1;1;4;1;2;;;;1;;2;1;1;;5;1;1;;2;;1;3;3;3;3;1;2;3;2;1;01;1;1;2;1;1;1;2;3;3;1;1;3;2;5;2;2;1;1;367;65
125007;Pampeana;5;2;1;;3;1;3;1;3;;1;1;1;2;3;1;3;;3;1;3;;1;1;1;2;2; ;2;1;1;0;0;2;2;2;1;1;1;2;1;2;1;2;3;1;1;7;2;2;1;;5;1;2;3;3;1;1;2;3;1;1;02;1;1;2;2;2;4;1;2;2;1;1;1;2;5;2;4;2;1;707;838
125012;Pampeana;5;2;1;;5;2;3;1;3;;2;1;2;2;3;1;3;;3;1;3;;2;;3;;2; ;3;1;2;0;0;1;1;2;1;1;1;2;0;3;1;2;3;2;2;7;2;1;;3;;1;3;2;3;2;2;3;3;2;2;03;2;1;2;1;1;1;1;1;2;1;2;1;2;7;2;2;1;1;537;668
125018;Pampeana;5;2;1;;4;2;5;2;3;;2;1;2;1;3;1;3;;3;1;3;;2;;3;;1;paka paka   television publica;1;1;0;0;0;1;2;3;1;1;3;2;1;2;2;2;1;1;;5;2;2;1;;5;1;2;3;2;2;1;1;3;1;1;01;1;1;2;1;2;2;1;1;1;1;1;1;2;5;2;4;2;1;105;01
